Cluster,Index,Star,X,Y,DistSol,StarColor,StarSize,Fleet,Planet,Type,Hazard,Tectonics,Weather,Thermal,BioHazard,BioUnits,MinValue,MinVolume,Fuel,AxialTilt,Density,Radius,Gravity,Temp,Day,Atmosphere,LifeChance,DistFromStar
Camelopardalis,,Delta,627,383.3,510.7,green,dwarf,Ur-Quan,V,Hydrocarbon,5,5,1,1,1,0,127,125,1.6,-6,100,78,78,-166,245,0,-940,4951
Camelopardalis,,Delta,627,383.3,510.7,green,dwarf,Ur-Quan,IV,Opalescent,3,3,1,1,1,0,259,87,0.4,9,60,35,21,-159,229,0,-940,4326
Camelopardalis,,Delta,627,383.3,510.7,green,dwarf,Ur-Quan,III-b,Acid,2,2,1,1,1,0,216,216,0.6,25,98,33,32,-146,55025,0,-740,3490
Camelopardalis,,Delta,627,383.3,510.7,green,dwarf,Ur-Quan,III,Iodine,3,3,2,1,1,0,100,50,1,-1,61,85,51,-146,159,12,360,3490
Camelopardalis,,Delta,627,383.3,510.7,green,dwarf,Ur-Quan,III-a,Urea,5,5,3,1,1,0,44,44,0.4,29,61,30,18,-146,168,99,560,3490
Camelopardalis,,Delta,627,383.3,510.7,green,dwarf,Ur-Quan,II,Opalescent,3,3,1,1,1,0,93,54,0.4,17,63,32,20,-128,209,0,-740,2670
Camelopardalis,,Delta,627,383.3,510.7,green,dwarf,Ur-Quan,I,Magnetic,6,6,1,1,1,0,397,81,2.3,-22,150,77,115,-84,248,0,-740,1580
Camelopardalis,,Epsilon,593.7,393.7,486.8,orange,dwarf,Ur-Quan,II,Alkali,3,3,2,1,1,0,231,77,0.6,-31,104,31,32,-169,263,10,160,1305
Camelopardalis,,Epsilon,593.7,393.7,486.8,orange,dwarf,Ur-Quan,I,Chlorine,6,6,1,1,1,0,281,179,1.7,18,99,88,87,-121,254,0,-740,619
Camelopardalis,,Epsilon,593.7,393.7,486.8,orange,dwarf,Ur-Quan,I-a,Green,5,5,4,1,1,0,350,70,0.8,-4,105,37,38,-121,180,82,560,619
Camelopardalis,,Eta,620.8,422.9,525.1,orange,dwarf,Ur-Quan,V,Gas Giant,8,1,8,1,1,0,0,0,2.9,-8,21,693,145,-227,102,65535,-1,6624
Camelopardalis,,Eta,620.8,422.9,525.1,orange,dwarf,Ur-Quan,V-a,Pellucid,3,3,1,1,1,0,0,0,0.4,23,58,37,21,-227,211,0,-940,6624
Camelopardalis,,Eta,620.8,422.9,525.1,orange,dwarf,Ur-Quan,IV,Water,3,3,2,1,1,0,225,75,1.6,45,100,79,79,-223,196,15,260,5492
Camelopardalis,,Eta,620.8,422.9,525.1,orange,dwarf,Ur-Quan,III,Super-Dense,6,6,3,1,5,90,147,49,1.1,-5,198,29,57,-218,19463,91,360,4675
Camelopardalis,,Eta,620.8,422.9,525.1,orange,dwarf,Ur-Quan,II-a,Carbide,4,4,1,1,1,0,116,116,0.5,-16,98,28,27,-210,247,0,-940,3525
Camelopardalis,,Eta,620.8,422.9,525.1,orange,dwarf,Ur-Quan,II-b,Chondrite,7,7,1,1,1,0,77,77,0.6,-2,96,30,28,-210,289,0,-940,3525
Camelopardalis,,Eta,620.8,422.9,525.1,orange,dwarf,Ur-Quan,II,Gas Giant,8,1,8,1,1,0,0,0,3,-5,20,1158,231,-210,119,65535,-1,3525
Camelopardalis,,Eta,620.8,422.9,525.1,orange,dwarf,Ur-Quan,I,Urea,6,6,3,1,2,36,42,42,0.3,2,61,26,15,-168,239,77,360,1263
Camelopardalis,,Gamma,612.5,393.7,503,green,dwarf,Ur-Quan,V-c,Copper,1,1,1,1,1,0,501,167,0.7,-18,149,25,37,-188,253,10,160,7794
Camelopardalis,,Gamma,612.5,393.7,503,green,dwarf,Ur-Quan,V-a,Cyanic,1,1,1,1,1,0,74,74,0.2,-10,33,27,8,-188,228,0,-940,7794
Camelopardalis,,Gamma,612.5,393.7,503,green,dwarf,Ur-Quan,V,Gas Giant,8,1,8,1,1,0,0,0,3,6,21,1240,260,-188,92,65535,-1,7794
Camelopardalis,,Gamma,612.5,393.7,503,green,dwarf,Ur-Quan,V-d,Opalescent,3,3,1,1,1,0,256,101,0.3,29,58,30,17,-188,25864,0,-940,7794
Camelopardalis,,Gamma,612.5,393.7,503,green,dwarf,Ur-Quan,V-b,Treasure,2,2,1,1,1,0,1068,178,1.2,3,208,29,60,-188,248,0,-940,7794
Camelopardalis,,Gamma,612.5,393.7,503,green,dwarf,Ur-Quan,IV,Urea,8,7,2,1,7,92,18,18,0.4,-34,62,30,18,-183,155,97,360,6962
Camelopardalis,,Gamma,612.5,393.7,503,green,dwarf,Ur-Quan,III,Hydrocarbon,5,5,1,1,1,0,129,85,2,-31,98,105,102,-172,224,0,-940,5499
Camelopardalis,,Gamma,612.5,393.7,503,green,dwarf,Ur-Quan,II,Fluorescent,3,3,1,1,1,0,986,198,3,10,153,110,168,-143,167,0,-740,3339
Camelopardalis,,Gamma,612.5,393.7,503,green,dwarf,Ur-Quan,I,Treasure,2,2,1,1,1,0,792,132,1.3,-13,195,34,66,-120,161,0,-740,2405
Camelopardalis,,Iota,629.1,393.7,517.5,red,dwarf,Ur-Quan,III,Metal,4,4,2,1,1,0,823,207,0.9,-6,150,31,46,-249,285,82,360,5891
Camelopardalis,,Iota,629.1,393.7,517.5,red,dwarf,Ur-Quan,II,Vinylogous,3,3,1,1,1,0,170,66,1.9,-14,104,92,95,-248,58175,0,-940,5371
Camelopardalis,,Iota,629.1,393.7,517.5,red,dwarf,Ur-Quan,I-a,Azure,3,3,2,1,1,0,138,46,0.3,-2,58,27,15,-245,233,14,160,4387
Camelopardalis,,Iota,629.1,393.7,517.5,red,dwarf,Ur-Quan,I,Gas Giant,8,1,8,1,1,0,0,0,3,-30,20,1023,204,-245,121,65535,-1,4387
Camelopardalis,,Theta,589.5,402,487.5,red,dwarf,Ur-Quan,V-a,Cimmerian,2,2,1,1,1,0,104,104,0.8,27,147,28,41,-249,52531,0,-940,6101
Camelopardalis,,Theta,589.5,402,487.5,red,dwarf,Ur-Quan,V,Gas Giant,8,3,8,1,1,0,0,0,3,-19,21,1416,297,-249,121,65535,-1,6101
Camelopardalis,,Theta,589.5,402,487.5,red,dwarf,Ur-Quan,V-b,Metal,4,4,2,1,1,0,804,229,0.8,-4,152,28,42,-249,230,105,210,6101
Camelopardalis,,Theta,589.5,402,487.5,red,dwarf,Ur-Quan,IV-b,Cimmerian,2,2,1,1,1,0,128,128,0.9,22,144,30,43,-248,286,0,-940,5673
Camelopardalis,,Theta,589.5,402,487.5,red,dwarf,Ur-Quan,IV-a,Dust,4,4,1,1,1,0,51,17,0.4,5,59,31,18,-248,212,12,160,5673
Camelopardalis,,Theta,589.5,402,487.5,red,dwarf,Ur-Quan,IV,Gas Giant,8,3,8,1,1,0,0,0,3,-18,20,1099,219,-248,157,65535,-1,5673
Camelopardalis,,Theta,589.5,402,487.5,red,dwarf,Ur-Quan,III,Purple,4,4,1,1,1,0,228,76,0.4,0,63,35,22,-243,180,0,-940,3845
Camelopardalis,,Theta,589.5,402,487.5,red,dwarf,Ur-Quan,II,Gas Giant,8,3,8,1,1,0,0,0,3,-10,20,1394,278,-238,95,65535,-1,2878
Camelopardalis,,Theta,589.5,402,487.5,red,dwarf,Ur-Quan,I,Infrared,4,2,4,1,1,0,0,0,0.5,-3,98,26,25,-197,278,94,360,598
Camelopardalis,,Zeta,616.6,412.5,516.1,orange,dwarf,Ur-Quan,II,Green,5,5,3,1,2,23,320,64,0.6,-33,103,31,31,-199,175,78,360,2591
Camelopardalis,,Zeta,616.6,412.5,516.1,orange,dwarf,Ur-Quan,I-c,Acid,3,3,1,1,1,0,282,282,0.7,22,100,35,35,-180,256,0,-940,1628
Camelopardalis,,Zeta,616.6,412.5,516.1,orange,dwarf,Ur-Quan,I-a,Alkali,3,3,2,1,1,0,204,68,0.7,3,101,33,33,-180,269,15,260,1628
Camelopardalis,,Zeta,616.6,412.5,516.1,orange,dwarf,Ur-Quan,I-b,Carbide,5,5,1,1,1,0,91,91,0.6,-18,100,30,30,-180,245,0,-940,1628
Camelopardalis,,Zeta,616.6,412.5,516.1,orange,dwarf,Ur-Quan,I,Gas Giant,8,3,8,1,1,0,0,0,3,-16,20,1443,288,-180,148,65535,-1,1628
Cancri,,Alpha,493.7,514.5,487.8,green,dwarf,Ur-Quan,III-a,Acid,5,5,1,1,1,0,160,160,0.6,13,102,30,30,-137,29340,0,-740,3025
Cancri,,Alpha,493.7,514.5,487.8,green,dwarf,Ur-Quan,III,Ultraviolet,5,4,3,1,5,69,1310,192,3,-42,148,105,155,-137,296,77,560,3025
Cancri,,Alpha,493.7,514.5,487.8,green,dwarf,Ur-Quan,II,Acid,4,4,1,1,1,0,228,228,0.6,30,96,34,32,-97,237,0,-740,1813
Cancri,,Alpha,493.7,514.5,487.8,green,dwarf,Ur-Quan,I,Treasure,5,2,3,1,5,10,384,64,1.4,28,200,35,70,-7,233,12,560,1010
Cancri,,Beta,515.5,512.2,500.6,green,dwarf,Ur-Quan,I-a,Copper,2,1,2,1,1,0,495,165,1.1,1,155,36,55,-165,270,12,160,4789
Cancri,,Beta,515.5,512.2,500.6,green,dwarf,Ur-Quan,I,Magnetic,5,5,1,1,1,0,243,81,2.3,-9,157,75,117,-165,178,0,-940,4789
Cancri,,Beta,515.5,512.2,500.6,green,dwarf,Ur-Quan,I-b,Ultramarine,7,2,3,1,7,104,232,66,0.2,9,33,31,10,-165,263,112,210,4789
Cancri,,Delta,509.4,493.1,482.5,red,dwarf,Ur-Quan,I-b,Cimmerian,3,3,1,1,1,0,52,52,0.9,32,144,30,43,-250,264,0,-940,6569
Cancri,,Delta,509.4,493.1,482.5,red,dwarf,Ur-Quan,I,Gas Giant,8,1,8,1,1,0,0,0,3,-24,21,1028,215,-250,124,65535,-1,6569
Cancri,,Delta,509.4,493.1,482.5,red,dwarf,Ur-Quan,I-d,Infrared,3,3,2,1,1,0,150,50,0.6,5,103,31,31,-250,216,78,360,6569
Cancri,,Delta,509.4,493.1,482.5,red,dwarf,Ur-Quan,I-a,Noble,2,2,1,1,1,0,254,86,0.2,-2,33,27,8,-250,19844,0,-940,6569
Cancri,,Delta,509.4,493.1,482.5,red,dwarf,Ur-Quan,I-c,Pellucid,3,3,1,1,1,0,225,9,0.3,-23,59,25,14,-250,217,0,-940,6569
Cancri,,Gamma,500.6,501.1,482.3,orange,dwarf,Ur-Quan,III,Maroon,2,2,1,1,1,0,322,140,1.1,5,59,97,57,-227,269,13,160,6653
Cancri,,Gamma,500.6,501.1,482.3,orange,dwarf,Ur-Quan,III-a,Pellucid,3,3,1,1,1,0,125,5,0.4,8,61,35,21,-227,178,0,-940,6653
Cancri,,Gamma,500.6,501.1,482.3,orange,dwarf,Ur-Quan,II,Carbide,3,3,1,1,1,0,133,133,0.7,9,103,34,35,-217,151,0,-940,4511
Cancri,,Gamma,500.6,501.1,482.3,orange,dwarf,Ur-Quan,I,Maroon,2,1,2,1,1,0,274,144,1.2,-13,60,99,59,-214,190,14,160,4061
Canopus,,Prime,218.7,150,43.7,blue,dwarf,None,I,Ultramarine,2,1,2,1,1,0,260,66,0.2,-28,32,33,10,-152,191,85,360,5983
Capella,,Prime,424.4,9.1,283.8,blue,dwarf,Yehat,II,Noble,1,1,1,1,1,0,230,74,0.2,10,34,27,9,-141,184,0,-740,5017
Capella,,Prime,424.4,9.1,283.8,blue,dwarf,Yehat,I,Oolite,7,3,7,3,1,0,1018,187,1,-26,155,33,51,119,289,3068,310,1179
Capricorni,,Alpha,297.9,516.6,391.3,orange,giant,None,I,Iodine,7,6,3,2,6,24,114,57,1.3,18,59,111,65,71,271,76,710,3851
Capricorni,,Beta,303.5,517.8,394.2,orange,dwarf,None,IV,Azure,5,5,2,1,1,0,105,35,0.4,-25,63,29,18,-222,248,14,160,5421
Capricorni,,Beta,303.5,517.8,394.2,orange,dwarf,None,III,Alkali,4,4,2,1,1,0,93,31,0.6,4,101,31,31,-211,277,13,160,3569
Capricorni,,Beta,303.5,517.8,394.2,orange,dwarf,None,II-d,Copper,3,3,2,1,1,0,186,62,1,-26,157,32,50,-206,234,10,160,3098
Capricorni,,Beta,303.5,517.8,394.2,orange,dwarf,None,II,Gas Giant,8,2,8,1,1,0,0,0,1.5,-10,21,354,74,-206,84,65535,-1,3098
Capricorni,,Beta,303.5,517.8,394.2,orange,dwarf,None,II-c,Pellucid,1,1,1,1,1,0,250,10,0.3,24,62,28,17,-206,265,0,-940,3098
Capricorni,,Beta,303.5,517.8,394.2,orange,dwarf,None,II-b,Radioactive,1,1,1,1,1,0,1032,129,1.2,-5,209,28,58,-206,162,0,-940,3098
Capricorni,,Beta,303.5,517.8,394.2,orange,dwarf,None,II-a,Ultramarine,4,3,3,1,2,89,268,62,0.2,-26,32,32,10,-206,184,89,360,3098
Capricorni,,Beta,303.5,517.8,394.2,orange,dwarf,None,I,Copper,3,2,3,1,1,0,108,36,0.7,2,150,25,37,-118,255,14,360,590
Capricorni,,Gamma,299.3,531.8,406.2,red,dwarf,None,I,Selenic,3,3,1,1,1,0,120,40,0.4,-40,61,36,21,-239,172,0,-940,2992
Carinae,,Alpha,362.5,543.7,440.5,green,giant,ZoqFot,I,Radioactive,6,1,3,6,1,0,2080,260,1.3,0,205,32,65,524,163,87,-140,5162
Carinae,,Beta,341.6,543.7,432,blue,dwarf,Ur-Quan,IX-a,Acid,3,3,1,1,1,0,213,213,0.7,8,101,33,33,-166,31774,0,-940,7649
Carinae,,Beta,341.6,543.7,432,blue,dwarf,Ur-Quan,IX,Gas Giant,8,1,8,1,1,0,0,0,3,42,21,1096,230,-166,118,65535,-1,7649
Carinae,,Beta,341.6,543.7,432,blue,dwarf,Ur-Quan,IX-b,Quasi-Degenerate,4,4,1,1,1,0,875,35,1.1,27,148,37,54,-166,211,0,-940,7649
Carinae,,Beta,341.6,543.7,432,blue,dwarf,Ur-Quan,IX-d,Treasure,3,3,1,1,1,0,1398,233,1.4,11,196,36,70,-166,265,0,-940,7649
Carinae,,Beta,341.6,543.7,432,blue,dwarf,Ur-Quan,IX-c,Yttric,3,3,1,1,1,0,794,194,1,-8,150,32,48,-166,216,14,160,7649
Carinae,,Beta,341.6,543.7,432,blue,dwarf,Ur-Quan,VIII,Gas Giant,8,3,8,1,1,0,0,0,3,-13,20,1495,299,-161,134,65535,-1,7022
Carinae,,Beta,341.6,543.7,432,blue,dwarf,Ur-Quan,VII-b,Alkali,4,4,2,1,1,0,147,49,0.7,11,101,36,36,-144,265,12,360,5275
Carinae,,Beta,341.6,543.7,432,blue,dwarf,Ur-Quan,VII-a,Green,7,3,3,1,7,82,525,105,0.5,4,97,25,24,-144,211,89,560,5275
Carinae,,Beta,341.6,543.7,432,blue,dwarf,Ur-Quan,VII,Xenolithic,4,4,2,1,1,0,141,38,1.7,-14,99,87,86,-144,207,14,360,5275
Carinae,,Beta,341.6,543.7,432,blue,dwarf,Ur-Quan,VI,Opalescent,2,2,1,1,1,0,181,49,0.3,6,58,25,14,-126,158,0,-740,4095
Carinae,,Beta,341.6,543.7,432,blue,dwarf,Ur-Quan,V,Metal,4,4,3,1,1,0,835,243,0.7,-5,145,26,37,-109,287,110,410,3256
Carinae,,Beta,341.6,543.7,432,blue,dwarf,Ur-Quan,IV,Ultramarine,7,1,3,1,7,107,104,28,0.2,-19,33,34,11,-80,229,104,410,2369
Carinae,,Beta,341.6,543.7,432,blue,dwarf,Ur-Quan,III-b,Treasure,3,3,2,1,1,90,780,130,1.4,22,199,35,69,-12,212,14,560,1628
Carinae,,Beta,341.6,543.7,432,blue,dwarf,Ur-Quan,III-a,Alkali,5,4,3,1,3,18,366,122,0.7,6,100,37,37,18,212,95,960,1628
Carinae,,Beta,341.6,543.7,432,blue,dwarf,Ur-Quan,II,Treasure,3,3,2,1,1,7,1452,242,1,13,202,26,52,30,45520,13,760,1176
Carinae,,Beta,341.6,543.7,432,blue,dwarf,Ur-Quan,III,Gas Giant,8,2,8,2,1,0,0,0,1.7,14,20,417,83,70,134,65535,-1,1628
Carinae,,Beta,341.6,543.7,432,blue,dwarf,Ur-Quan,I,Magnetic,7,7,1,3,1,0,171,57,3,-14,144,109,156,130,237,0,-590,553
Carinae,,Gamma,358.3,547.9,442.5,green,dwarf,ZoqFot,I-b,Cyanic,3,3,1,1,1,0,38,38,0.2,-19,32,37,11,-96,199,0,-740,1807
Carinae,,Gamma,358.3,547.9,442.5,green,dwarf,ZoqFot,I,Gas Giant,8,2,8,1,1,0,0,0,3,-10,20,1092,218,-96,106,65535,-1,1807
Carinae,,Gamma,358.3,547.9,442.5,green,dwarf,ZoqFot,I-a,Purple,4,4,1,1,1,0,138,46,0.3,-7,60,29,17,-96,272,0,-740,1807
Cassiopeiae,,Alpha,354.1,518.7,414.3,blue,dwarf,ZoqFot,I-c,Carbide,2,2,1,1,1,0,63,63,0.5,17,104,26,27,-151,30825,0,-740,5877
Cassiopeiae,,Alpha,354.1,518.7,414.3,blue,dwarf,ZoqFot,I-b,Cyanic,2,2,1,1,1,0,85,85,0.2,0,33,29,9,-151,267,0,-740,5877
Cassiopeiae,,Alpha,354.1,518.7,414.3,blue,dwarf,ZoqFot,I,Gas Giant,8,2,8,1,1,0,0,0,3,-5,20,857,171,-151,101,65535,-1,5877
Cassiopeiae,,Alpha,354.1,518.7,414.3,blue,dwarf,ZoqFot,I-d,Noble,2,2,1,1,1,0,222,66,0.2,5,33,33,10,-151,281,0,-740,5877
Cassiopeiae,,Alpha,354.1,518.7,414.3,blue,dwarf,ZoqFot,I-a,Quasi-Degenerate,5,5,1,1,1,0,275,11,1,19,151,32,48,-151,187,0,-740,5877
Cassiopeiae,,Beta,377,525,430.2,green,dwarf,ZoqFot,V-a,Alkali,2,2,1,1,1,0,198,66,0.6,-1,100,30,30,-187,225,10,160,7609
Cassiopeiae,,Beta,377,525,430.2,green,dwarf,ZoqFot,V-b,Carbide,5,5,1,1,1,0,111,111,0.6,10,98,29,28,-187,180,0,-940,7609
Cassiopeiae,,Beta,377,525,430.2,green,dwarf,ZoqFot,V,Plutonic,3,3,2,1,1,0,749,238,2.9,-27,151,98,147,-187,18413,90,360,7609
Cassiopeiae,,Beta,377,525,430.2,green,dwarf,ZoqFot,IV,Purple,2,2,1,1,1,0,216,72,0.4,-34,60,36,21,-179,285,0,-940,6395
Cassiopeiae,,Beta,377,525,430.2,green,dwarf,ZoqFot,III,Copper,5,3,2,1,5,45,84,28,0.8,-5,152,28,42,-129,157,14,360,2720
Cassiopeiae,,Beta,377,525,430.2,green,dwarf,ZoqFot,II,Chondrite,7,7,1,1,1,0,13,13,0.6,-20,105,29,30,-111,173,0,-740,2167
Cassiopeiae,,Beta,377,525,430.2,green,dwarf,ZoqFot,I,Ultramarine,8,1,8,4,1,0,30,6,0.2,-25,32,35,11,178,229,3681,160,480
Cassiopeiae,,Delta,387.5,514.5,426.1,yellow,dwarf,ZoqFot,V,Magma,8,8,1,1,1,0,60,20,3,-17,144,109,156,-210,196,0,-940,7845
Cassiopeiae,,Delta,387.5,514.5,426.1,yellow,dwarf,ZoqFot,IV,Copper,1,1,1,1,1,0,513,171,0.8,-5,151,27,40,-200,289,11,160,5874
Cassiopeiae,,Delta,387.5,514.5,426.1,yellow,dwarf,ZoqFot,III,Gas Giant,8,2,8,1,1,0,0,0,3,18,21,1495,313,-197,96,65535,-1,5386
Cassiopeiae,,Delta,387.5,514.5,426.1,yellow,dwarf,ZoqFot,III-a,Noble,2,2,1,1,1,0,268,67,0.2,13,33,35,11,-197,171,0,-940,5386
Cassiopeiae,,Delta,387.5,514.5,426.1,yellow,dwarf,ZoqFot,II,Iodine,3,3,2,1,1,0,113,52,1.1,17,59,94,55,-158,257,11,160,2401
Cassiopeiae,,Delta,387.5,514.5,426.1,yellow,dwarf,ZoqFot,I,Copper,2,1,2,1,1,0,549,183,1.1,11,148,37,54,-136,248,13,360,1684
Cassiopeiae,,Epsilon,399.4,518.5,435.6,red,dwarf,ZoqFot,II,Dust,4,4,1,1,1,0,123,41,0.3,-16,60,27,16,-249,260,13,160,5954
Cassiopeiae,,Epsilon,399.4,518.5,435.6,red,dwarf,ZoqFot,I,Ruby,3,3,1,1,1,0,3200,128,1.1,-11,60,92,55,-241,49969,0,-940,3280
Cassiopeiae,,Gamma,367.9,506.8,409.9,yellow,dwarf,ZoqFot,V,Noble,3,3,1,1,1,0,119,35,0.2,-15,33,25,8,-204,223,0,-940,6601
Cassiopeiae,,Gamma,367.9,506.8,409.9,yellow,dwarf,ZoqFot,IV-a,Dust,2,2,2,1,1,0,111,37,0.4,4,63,33,20,-191,246,11,160,4735
Cassiopeiae,,Gamma,367.9,506.8,409.9,yellow,dwarf,ZoqFot,IV,Gas Giant,8,3,8,1,1,0,0,0,2.6,12,20,661,132,-191,80,65535,-1,4735
Cassiopeiae,,Gamma,367.9,506.8,409.9,yellow,dwarf,ZoqFot,IV-b,Radioactive,3,3,1,1,1,0,904,113,1.4,-1,199,36,71,-191,291,0,-940,4735
Cassiopeiae,,Gamma,367.9,506.8,409.9,yellow,dwarf,ZoqFot,III,Metal,4,4,3,1,1,6,668,189,0.8,32,151,26,39,-175,178,83,360,3266
Cassiopeiae,,Gamma,367.9,506.8,409.9,yellow,dwarf,ZoqFot,II-d,Acid,2,2,1,1,1,0,297,297,0.7,-11,105,32,33,-116,170,0,-740,1292
Cassiopeiae,,Gamma,367.9,506.8,409.9,yellow,dwarf,ZoqFot,II-a,Cyanic,3,3,1,1,1,0,70,70,0.2,-9,32,35,11,-116,290,0,-740,1292
Cassiopeiae,,Gamma,367.9,506.8,409.9,yellow,dwarf,ZoqFot,II,Gas Giant,8,1,8,1,1,0,0,0,3,-6,20,1009,201,-116,120,65535,-1,1292
Cassiopeiae,,Gamma,367.9,506.8,409.9,yellow,dwarf,ZoqFot,II-b,Halide,3,3,1,1,1,0,602,166,0.4,6,62,37,22,-116,212,0,-740,1292
Cassiopeiae,,Gamma,367.9,506.8,409.9,yellow,dwarf,ZoqFot,II-c,Purple,3,3,1,1,1,0,156,52,0.4,13,62,35,21,-116,171,0,-740,1292
Cassiopeiae,,Gamma,367.9,506.8,409.9,yellow,dwarf,ZoqFot,I,Azure,5,5,4,2,2,96,66,22,0.4,-7,63,32,20,51,171,91,710,451
Centauri,,Alpha,155.9,99.3,49.6,red,super giant,None,IX,Cimmerian,4,3,1,4,1,0,164,164,0.7,8,144,25,36,159,279,0,-740,7576
Centauri,1/4,Alpha,155.9,99.3,49.6,red,super giant,None,VIII,Ruby,6,2,2,6,1,0,2250,90,1.2,-2,62,95,58,433,163,90,260,6934
Centauri,,Alpha,155.9,99.3,49.6,red,super giant,None,V,Noble,6,2,3,6,1,0,504,126,0.2,4,34,35,11,507,242,79,-140,4766
Centauri,,Alpha,155.9,99.3,49.6,red,super giant,None,VII-a,Dust,7,2,4,7,1,0,348,116,0.4,0,63,36,22,626,278,282,-290,6112
Centauri,3/5,Alpha,155.9,99.3,49.6,red,super giant,None,III,Ruby,7,2,3,7,1,0,5675,227,1,-19,58,85,49,658,184,97,-140,2692
Centauri,,Alpha,155.9,99.3,49.6,red,super giant,None,II-a,Purple,7,2,3,7,1,0,258,86,0.3,-3,59,29,17,735,183,105,-290,2234
Centauri,,Alpha,155.9,99.3,49.6,red,super giant,None,I,Magnetic,8,6,1,8,1,0,814,154,2.5,1,155,82,127,820,225,0,-1440,1185
Centauri,,Alpha,155.9,99.3,49.6,red,super giant,None,VI,Crimson,8,2,6,8,1,0,528,176,0.6,-12,98,30,29,1242,222,3125,-540,5744
Centauri,,Alpha,155.9,99.3,49.6,red,super giant,None,VII-b,Super-Dense,8,5,6,8,1,0,348,116,1.4,-3,204,35,71,1322,253,3184,-540,6112
Centauri,,Alpha,155.9,99.3,49.6,red,super giant,None,VII,Gas Giant,10,1,8,8,1,0,0,0,1.6,21,21,381,80,1336,157,65535,-1,6112
Centauri,,Alpha,155.9,99.3,49.6,red,super giant,None,II,Gas Giant,10,1,8,8,1,0,0,0,3,-7,21,1353,284,1403,133,65535,-1,2234
Centauri,,Alpha,155.9,99.3,49.6,red,super giant,None,IV,Gas Giant,10,1,8,8,1,0,0,0,3,-26,21,1058,222,1417,145,65535,-1,3722
Centauri,,Alpha,155.9,99.3,49.6,red,super giant,None,II-b,Ultramarine,9,2,7,8,1,0,587,156,0.2,34,34,36,12,1520,158,3544,-540,2234
Centauri,,Beta,141.2,90.5,64.2,green,dwarf,None,VI,Urea,6,6,2,1,1,0,9,9,0.3,-25,58,30,17,-188,217,109,210,7735
Centauri,,Beta,141.2,90.5,64.2,green,dwarf,None,V,Urea,6,6,2,1,1,16,25,25,0.3,18,58,26,15,-184,160,80,360,7028
Centauri,,Beta,141.2,90.5,64.2,green,dwarf,None,IV,Cyanic,1,1,1,1,1,0,99,99,0.2,-36,33,26,8,-177,214,0,-940,6115
Centauri,,Beta,141.2,90.5,64.2,green,dwarf,None,III,Gas Giant,8,1,8,1,1,0,0,0,2.4,-8,21,565,118,-171,85,65535,-1,5439
Centauri,,Beta,141.2,90.5,64.2,green,dwarf,None,III-c,Metal,4,3,3,1,1,0,1354,300,0.7,10,147,25,36,-171,194,77,360,5439
Centauri,,Beta,141.2,90.5,64.2,green,dwarf,None,III-d,Selenic,3,3,1,1,1,0,15,5,0.4,1,59,34,20,-171,286,0,-940,5439
Centauri,,Beta,141.2,90.5,64.2,green,dwarf,None,III-a,Urea,6,6,3,1,1,0,9,9,0.3,3,59,30,17,-171,244,76,360,5439
Centauri,,Beta,141.2,90.5,64.2,green,dwarf,None,III-b,Urea,6,6,3,1,5,76,63,63,0.3,-1,61,26,15,-171,254,86,360,5439
Centauri,,Beta,141.2,90.5,64.2,green,dwarf,None,II,Purple,2,2,1,1,1,0,105,35,0.3,-6,62,28,17,-125,263,0,-740,2582
Centauri,,Beta,141.2,90.5,64.2,green,dwarf,None,I-b,Acid,2,2,1,1,1,0,239,239,0.7,-2,100,33,33,-104,151,0,-740,1967
Centauri,,Beta,141.2,90.5,64.2,green,dwarf,None,I-a,Carbide,3,3,1,1,1,0,123,123,0.6,-8,97,33,32,-104,194,0,-740,1967
Centauri,,Beta,141.2,90.5,64.2,green,dwarf,None,I,Gas Giant,8,1,8,1,1,0,0,0,3,7,21,973,204,-104,95,65535,-1,1967
Centauri,,Beta,141.2,90.5,64.2,green,dwarf,None,I-c,Radioactive,3,3,1,1,1,0,1336,167,1.5,-7,204,37,75,-104,197,0,-740,1967
Centauri,,Delta,131.2,126,47.9,yellow,dwarf,Ilwrath,VIII,Super-Dense,5,5,2,1,1,0,36,12,1.4,11,196,37,72,-208,274,108,210,7425
Centauri,,Delta,131.2,126,47.9,yellow,dwarf,Ilwrath,VII-b,Chondrite,6,6,1,1,1,0,101,101,0.7,14,100,35,35,-198,172,0,-940,5613
Centauri,,Delta,131.2,126,47.9,yellow,dwarf,Ilwrath,VII-a,Halide,2,2,1,1,1,0,280,140,0.3,34,59,27,15,-198,279,0,-940,5613
Centauri,,Delta,131.2,126,47.9,yellow,dwarf,Ilwrath,VII,Primordial,8,8,3,1,1,0,332,118,2.1,28,100,104,104,-198,171,76,360,5613
Centauri,,Delta,131.2,126,47.9,yellow,dwarf,Ilwrath,VI,Treasure,3,3,1,1,1,0,876,146,1.4,13,199,35,69,-193,288,0,-940,4961
Centauri,,Delta,131.2,126,47.9,yellow,dwarf,Ilwrath,V,Noble,2,2,1,1,1,0,160,40,0.2,14,32,29,9,-188,24819,0,-940,4365
Centauri,,Delta,131.2,126,47.9,yellow,dwarf,Ilwrath,IV,Halide,2,2,1,1,1,0,426,102,0.3,-27,63,25,15,-179,219,0,-940,3619
